id_contrato,nit_entidad,entidad,departamento,ciudad,orden,tipo_contrato,modalidad,estado,unspsc,fecha_firma,anio,periodo_gobierno,descripcion,dir_ejecucion,urlproceso,valor,valor_plausible,valor_pagado,valor_pend_ejecucion,valor_anticipo,precio_base,rec_regalias,rec_sgp,rec_propios_terr,n_oferentes_unicos,n_invitados,dias_ventana,dias_originales,dias_adicionados,proveedor,ordenador,supervisor,doc_proveedor,doc_ordenador,doc_supervisor,doc_replegal,cuenta_key,puntos_crudos,score,n_banderas_fuertes,es_atipico,f_cuenta_compartida,f_ordenador_es_supervisor,f_sobrepago,f_anticipo_no_declarado,f_anticipo_al_tope,f_fraccionamiento,f_proponente_unico,f_obra_directa,f_ratio_calcado,f_invitacion_vacia,f_replegal_multiempresa,f_ordenador_concentrado,f_al_tope_minima,f_ventana_corta,f_supervisor_sobrecargado,f_ordenador_itinerante,f_prorroga_mayor,f_cierre_de_periodo,f_datos_faltantes,f_sin_proceso,f_valor_implausible,f_cuenta_consorcios,ev_share_top1_ordenador,ev_hhi_ordenador,ev_contratos_supervisor,ev_entidades_ordenador,ev_proveedores_por_cuenta,ev_tipo_red_cuenta,ev_empresas_por_replegal,ev_hermanos_30d,ev_ventana_mediana_modalidad,ev_tope_minima_entidad,ev_tasa_autosupervision_entidad
CO1.PCCNTR.4000054,890801150,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO E.S.P.,CUNDINAMARCA,SOACHA,TERRITORIAL,OBRA,CONTRATACION DIRECTA,EN EJECUCION,72141100,2021-07-10,2021,2020-2023,ADECUACION DEL PARQUE PRINCIPAL Y ESPACIO PUBLICO ADYACENTE,KM 1 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000054&isFromPublicArea=True'},434965322,434965322,359924427,186211195,0,360820049,0,0,0,5,7,4,180,0,CONSORCIO VIAS DEL SUR,LUZ MARINA CARDENAS OSPINA,ALVARO JOSE PENALOZA SIERRA,901223344,73820923,98032258,63280876,CTA-BAN-0012004,5.0,0.125,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0.35,2,1,5,empresas_independientes,1,0,24,111000000,0.303
CO1.PCCNTR.4000055,800103913,E.S.E. HOSPITAL SAN RAFAEL,CUNDINAMARCA,SOACHA,TERRITORIAL,CONSULTORIA,LICITACION PUBLICA,LIQUIDADO,72151500,2021-11-16,2021,2020-2023,INTERVENTORIA TECNICA ADMINISTRATIVA Y FINANCIERA AL CONTRATO DE OBRA,KM 26 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000055&isFromPublicArea=True'},87769573807,87769573807,62496794743,6903998174,0,71903424457,0,0,1,3,2,19,180,0,UNION TEMPORAL PROGRESO 2024,ALVARO JOSE PENALOZA SIERRA,HERNAN DARIO QUINTERO BEDOYA,900990011,14775392,39479948,94385728,CTA-BAN-0044517,3.0,0.075,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0.786,9,1,1,empresas_independientes,1,3,24,111000000,0.148
CO1.PCCNTR.4000056,890801150,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO E.S.P.,CUNDINAMARCA,SOACHA,TERRITORIAL,INTERVENTORIA,MINIMA CUANTIA,TERMINADO,72141100,2025-05-17,2025,2024-2027,MANTENIMIENTO DE LA INFRAESTRUCTURA EDUCATIVA DE LA I.E. SANTO TOMAS,KM 5 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000056&isFromPublicArea=True'},108821626,108821626,6619421719,324482238,0,6836468745,0,1,0,3,2,19,240,0,CONSTRUCCIONES DEL NORTE LTDA,JAIRO ANTONIO MENDOZA PALACIOS,WILSON ALBERTO GUERRERO PAZ,830112233,85970772,92177586,77988187,CTA-BAN-0044517,8.0,0.2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.984,0.752,4,1,2,empresas_independientes,1,5,4,111000000,0.089
CO1.PCCNTR.4000057,899999061,INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,CUNDINAMARCA,SOACHA,DEPARTAMENTAL,OBRA,SELECCION ABREVIADA,TERMINADO,81101500,2022-12-08,2022,2020-2023,ADECUACION DEL PARQUE PRINCIPAL Y ESPACIO PUBLICO ADYACENTE,KM 29 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000057&isFromPublicArea=True'},7985088028,7985088028,6501183357,592564090,0,7142462054,1,0,0,4,6,3,240,150,MYG LINARES S.A.S.,SANDRA PATRICIA MOSQUERA RENTERIA,LUZ MARINA CARDENAS OSPINA,900412345,46813114,17957953,95490131,CTA-BAN-0077310,4.0,0.1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.791,0.688,10,1,1,consorcios,1,4,12,111000000,0.371
CO1.PCCNTR.4000058,899999034,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,CUNDINAMARCA,SOACHA,NACIONAL,OBRA,CONTRATACION DIRECTA,EN EJECUCION,72141100,2019-09-13,2019,2016-2019,ADECUACION DEL PARQUE PRINCIPAL Y ESPACIO PUBLICO ADYACENTE,KM 33 VIA SOACHA - ZONA RURAL,,314937340,314937340,148654853,179660372,0,,0,1,1,5,11,19,90,0,CONSTRUCTORA VIBORAL S.A.S.,JAIRO ANTONIO MENDOZA PALACIOS,HERNAN DARIO QUINTERO BEDOYA,,22436766,31604504,59065185,CTA-BAN-0012004,5.0,0.125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.329,0.382,31,1,1,consorcios,1,0,4,111000000,0.069
CO1.PCCNTR.4000059,899999063,SERVICIO NACIONAL DE APRENDIZAJE - SENA,CUNDINAMARCA,SOACHA,NACIONAL,OBRA,SELECCION ABREVIADA,EN EJECUCION,72151500,2017-01-25,2017,2016-2019,INTERVENTORIA TECNICA ADMINISTRATIVA Y FINANCIERA AL CONTRATO DE OBRA,KM 10 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000059&isFromPublicArea=True'},89551438637,89551438637,31904010076,33844108620,0,72629544445,0,1,0,4,3,3,60,0,MYG PUERRES S.A.S.,LUZ MARINA CARDENAS OSPINA,MARTHA CECILIA ROJAS VILLAMIL,901556677,30500259,44051012,60278732,CTA-BAN-0012004,2.0,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.94,0.884,4,1,1,consorcios,1,0,12,111000000,0.285
CO1.PCCNTR.4000060,899999063,SERVICIO NACIONAL DE APRENDIZAJE - SENA,CUNDINAMARCA,SOACHA,NACIONAL,OBRA,SELECCION ABREVIADA,TERMINADO,72141100,2021-08-18,2021,2020-2023,MEJORAMIENTO DE VIA TERCIARIA EN LA VEREDA EL PORVENIR,KM 37 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000060&isFromPublicArea=True'},7887654411,7887654411,2340835056,4102171749,0,5957130724,0,1,0,1,4,14,240,0,MYG PUERRES S.A.S.,ALVARO JOSE PENALOZA SIERRA,ALVARO JOSE PENALOZA SIERRA,901556677,36403787,36403787,77716929,CTA-BAN-0077310,5.0,0.125,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.867,0.752,4,1,1,empresas_independientes,1,0,12,111000000,0.318
CO1.PCCNTR.4000061,891680011,GOBERNACION DEL CHOCO,CUNDINAMARCA,SOACHA,DEPARTAMENTAL,INTERVENTORIA,LICITACION PUBLICA,CELEBRADO,72141100,2019-10-01,2019,2016-2019,INTERVENTORIA TECNICA ADMINISTRATIVA Y FINANCIERA AL CONTRATO DE OBRA,KM 31 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000061&isFromPublicArea=True'},93743089948,93743089948,102429528480,0,0,76575710432,1,1,0,5,7,11,90,0,INTERVENTORIAS TECNICAS ANDINAS S.A.,SANDRA PATRICIA MOSQUERA RENTERIA,,860334455,78992257,,94947079,CTA-BAN-0044517,6.0,0.15,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.664,0.109,4,1,1,empresas_independientes,19,0,24,111000000,0.365
CO1.PCCNTR.4000062,899999034,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,CUNDINAMARCA,SOACHA,NACIONAL,CONSULTORIA,CONCURSO DE MERITOS,TERMINADO,72141100,2024-06-25,2024,2024-2027,ADECUACION DEL PARQUE PRINCIPAL Y ESPACIO PUBLICO ADYACENTE,KM 40 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000062&isFromPublicArea=True'},6000000000000000000,1774387979,526318504,70460847,0,1689893314,0,1,1,5,1,3,60,150,MYG LINARES S.A.S.,SANDRA PATRICIA MOSQUERA RENTERIA,SANDRA PATRICIA MOSQUERA RENTERIA,900412345,65118057,65118057,13170778,CTA-BAN-0012004,7.0,0.175,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.669,0.571,12,1,2,consorcios,14,0,15,111000000,0.091
CO1.PCCNTR.4000063,899999034,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,CUNDINAMARCA,SOACHA,NACIONAL,APP,SELECCION ABREVIADA,LIQUIDADO,81101500,2023-09-04,2023,2020-2023,OPTIMIZACION DEL SISTEMA DE ACUEDUCTO Y ALCANTARILLADO,KM 38 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000063&isFromPublicArea=True'},1913561663,1913561663,541956196,135187716,0,1439201649,1,1,0,5,4,2,180,0,GRUPO EMPRESARIAL DEL CARIBE SAS,OSCAR IVAN BETANCUR GIRALDO,SANDRA PATRICIA MOSQUERA RENTERIA,901445566,60096968,99777989,41972583,CTA-BAN-0091823,2.0,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.898,0.806,5,1,1,consorcios,1,0,12,111000000,0.048
CO1.PCCNTR.4000064,899999061,INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,CUNDINAMARCA,SOACHA,DEPARTAMENTAL,OBRA,CONCURSO DE MERITOS,CELEBRADO,81101500,2019-02-05,2019,2016-2019,INTERVENTORIA TECNICA ADMINISTRATIVA Y FINANCIERA AL CONTRATO DE OBRA,KM 12 VIA SOACHA - ZONA RURAL,,42741045,42741045,19766808,8074180,0,,0,1,1,1,5,30,90,0,MYG PUERRES S.A.S.,DIANA CAROLINA ZAPATA TORO,HERNAN DARIO QUINTERO BEDOYA,901556677,50544321,62490081,40504442,CTA-BAN-0077310,7.0,0.175,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.709,0.533,8,6,1,empresas_independientes,1,3,15,111000000,0.384
CO1.PCCNTR.4000065,899999061,INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,CUNDINAMARCA,SOACHA,DEPARTAMENTAL,CONSULTORIA,CONTRATACION DIRECTA,LIQUIDADO,72141100,2023-02-23,2023,2020-2023,OPTIMIZACION DEL SISTEMA DE ACUEDUCTO Y ALCANTARILLADO,KM 40 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000065&isFromPublicArea=True'},389428258,389428258,308460879,40630737,0,341310897,0,0,1,1,3,1,180,150,MYG PUERRES S.A.S.,GLORIA ESPERANZA NINO ARAUJO,GLORIA ESPERANZA NINO ARAUJO,901556677,95535307,29249892,46261609,CTA-BAN-0077310,7.0,0.175,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.938,0.736,76,1,2,empresas_independientes,1,0,1,111000000,0.392
CO1.PCCNTR.4000066,899999034,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,CUNDINAMARCA,SOACHA,NACIONAL,INTERVENTORIA,CONTRATACION DIRECTA,EN EJECUCION,72141100,2017-06-04,2017,2016-2019,CONSTRUCCION DE PLACA HUELLA EN ZONA RURAL DEL MUNICIPIO,KM 35 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000066&isFromPublicArea=True'},9618093131,9618093131,6315068063,3433907133,0,9653418028,0,1,0,1,3,1,240,438,CONSTRUCTORA VIBORAL S.A.S.,OSCAR IVAN BETANCUR GIRALDO,OSCAR IVAN BETANCUR GIRALDO,901667788,16507777,16507777,41134697,CTA-BAN-0044517,7.0,0.175,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.669,0.424,100,1,1,consorcios,1,0,1,111000000,0.239
CO1.PCCNTR.4000067,899999063,SERVICIO NACIONAL DE APRENDIZAJE - SENA,CUNDINAMARCA,SOACHA,NACIONAL,INTERVENTORIA,LICITACION PUBLICA,CELEBRADO,81101500,2017-12-06,2017,2016-2019,INTERVENTORIA TECNICA ADMINISTRATIVA Y FINANCIERA AL CONTRATO DE OBRA,KM 30 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000067&isFromPublicArea=True'},6000000000000000000,74739093,30101195,20586084,36616340,71180089,0,1,0,6,3,12,120,0,INGENIERIA Y OBRAS CIVILES SAS,SANDRA PATRICIA MOSQUERA RENTERIA,SANDRA PATRICIA MOSQUERA RENTERIA,900778899,53182635,29079814,80300034,CTA-BAN-0012004,3.0,0.075,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.647,0.191,7,1,1,consorcios,1,0,24,111000000,0.055
CO1.PCCNTR.4000068,890905211,MUNICIPIO DE EL BAGRE,CUNDINAMARCA,SOACHA,TERRITORIAL,OBRA,SELECCION ABREVIADA,LIQUIDADO,72151500,2025-05-22,2025,2024-2027,MEJORAMIENTO DE VIA TERCIARIA EN LA VEREDA EL PORVENIR,KM 36 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000068&isFromPublicArea=True'},1569004424,1569004424,898613075,613307861,0,1437364988,1,0,0,4,3,30,120,30,GRUPO EMPRESARIAL DEL CARIBE SAS,WILSON ALBERTO GUERRERO PAZ,JAIRO ANTONIO MENDOZA PALACIOS,901445566,50813498,98723339,10343762,CTA-BAN-0077310,4.0,0.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.569,0.608,125,1,4,empresas_independientes,1,0,12,111000000,0.393
CO1.PCCNTR.4000069,800103913,E.S.E. HOSPITAL SAN RAFAEL,CUNDINAMARCA,SOACHA,TERRITORIAL,OBRA,LICITACION PUBLICA,CELEBRADO,72151500,2023-12-23,2023,2020-2023,INTERVENTORIA TECNICA ADMINISTRATIVA Y FINANCIERA AL CONTRATO DE OBRA,KM 33 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000069&isFromPublicArea=True'},13284253024,13284253024,2997490228,1027550929,0,10102177630,1,0,1,5,1,6,180,60,GRUPO EMPRESARIAL DEL CARIBE SAS,HERNAN DARIO QUINTERO BEDOYA,GLORIA ESPERANZA NINO ARAUJO,901445566,50393727,33710820,58933328,CTA-BAN-0077310,3.0,0.075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.74,0.123,3,3,1,comunitaria,1,0,24,111000000,0.128
CO1.PCCNTR.4000070,890905211,MUNICIPIO DE EL BAGRE,CUNDINAMARCA,SOACHA,TERRITORIAL,OBRA,LICITACION PUBLICA,CELEBRADO,81101500,2023-08-18,2023,2020-2023,MEJORAMIENTO DE VIA TERCIARIA EN LA VEREDA EL PORVENIR,KM 23 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000070&isFromPublicArea=True'},8038907685,8038907685,8219138356,0,0,7351665987,1,1,0,7,8,29,90,0,INTERVENTORIAS TECNICAS ANDINAS S.A.,GLORIA ESPERANZA NINO ARAUJO,LUZ MARINA CARDENAS OSPINA,860334455,45708490,57674916,38365619,CTA-BAN-0077310,6.0,0.15,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0.235,4,1,1,comunitaria,1,6,24,111000000,0.222
CO1.PCCNTR.4000071,891680011,GOBERNACION DEL CHOCO,CUNDINAMARCA,SOACHA,DEPARTAMENTAL,OBRA,CONCURSO DE MERITOS,LIQUIDADO,72151500,2022-02-04,2022,2020-2023,MANTENIMIENTO DE LA INFRAESTRUCTURA EDUCATIVA DE LA I.E. SANTO TOMAS,KM 7 VIA SOACHA - ZONA RURAL,,50685026,50685026,18089493,28043104,15205507,,1,1,0,1,11,21,90,172,JUNTA DE ACCION COMUNAL VEREDA LA ESPERANZA,WILSON ALBERTO GUERRERO PAZ,HERNAN DARIO QUINTERO BEDOYA,800556677,39920597,62855073,51094938,CTA-BAN-0077310,7.0,0.175,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.677,0.683,10,1,1,consorcios,1,0,15,111000000,0.062
CO1.PCCNTR.4000072,891680011,GOBERNACION DEL CHOCO,CUNDINAMARCA,SOACHA,DEPARTAMENTAL,APP,SELECCION ABREVIADA,LIQUIDADO,81101500,2019-10-28,2019,2016-2019,MANTENIMIENTO DE LA INFRAESTRUCTURA EDUCATIVA DE LA I.E. SANTO TOMAS,KM 40 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000072&isFromPublicArea=True'},63297040163,63297040163,42381026256,16664664812,18989112048,55889922594,1,0,0,6,2,13,90,0,INGENIERIA Y OBRAS CIVILES SAS,OSCAR IVAN BETANCUR GIRALDO,OSCAR IVAN BETANCUR GIRALDO,900778899,57864644,57864644,97994914,CTA-BAN-0044517,7.0,0.175,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.223,0.865,35,1,1,empresas_independientes,1,0,12,111000000,0.083
CO1.PCCNTR.4000073,890801150,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO E.S.P.,CUNDINAMARCA,SOACHA,TERRITORIAL,OBRA,SELECCION ABREVIADA,LIQUIDADO,72141100,2025-11-26,2025,2024-2027,ADECUACION DEL PARQUE PRINCIPAL Y ESPACIO PUBLICO ADYACENTE,KM 37 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000073&isFromPublicArea=True'},109879302,109879302,143169919,152025379,32963790,419341950,1,0,0,6,6,22,240,150,JUNTA DE ACCION COMUNAL VEREDA LA ESPERANZA,WILSON ALBERTO GUERRERO PAZ,MARTHA CECILIA ROJAS VILLAMIL,800556677,68731458,20672076,14039223,CTA-BAN-0077310,8.0,0.2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.662,0.344,31,1,1,empresas_independientes,3,0,12,111000000,0.226
CO1.PCCNTR.4000074,890801150,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO E.S.P.,CUNDINAMARCA,SOACHA,TERRITORIAL,CONSULTORIA,SELECCION ABREVIADA,CELEBRADO,72141100,2019-12-20,2019,2016-2019,MEJORAMIENTO DE VIA TERCIARIA EN LA VEREDA EL PORVENIR,KM 16 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000074&isFromPublicArea=True'},8876045749,8876045749,4282963834,2599381992,2662813724,8880506619,1,1,0,3,9,3,90,222,UNION TEMPORAL PROGRESO 2024,HERNAN DARIO QUINTERO BEDOYA,JAIRO ANTONIO MENDOZA PALACIOS,900990011,20583188,54608973,91174925,CTA-BAN-0012004,6.0,0.15,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.389,0.497,6,1,1,empresas_independientes,1,0,12,111000000,0.112
CO1.PCCNTR.4000075,899999063,SERVICIO NACIONAL DE APRENDIZAJE - SENA,CUNDINAMARCA,SOACHA,NACIONAL,OBRA,CONTRATACION DIRECTA,CELEBRADO,72151500,2022-06-02,2022,2020-2023,OPTIMIZACION DEL SISTEMA DE ACUEDUCTO Y ALCANTARILLADO,KM 39 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000075&isFromPublicArea=True'},67873938139,67873938139,53002822919,9087807204,0,52714538732,1,1,1,2,10,2,90,0,MYG LINARES S.A.S.,SANDRA PATRICIA MOSQUERA RENTERIA,ALVARO JOSE PENALOZA SIERRA,900412345,64082500,47374986,23216694,CTA-BAN-0077310,6.0,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.851,0.724,6,5,3,consorcios,1,0,1,111000000,0.16
CO1.PCCNTR.4000076,899999034,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,CUNDINAMARCA,SOACHA,NACIONAL,OBRA,CONTRATACION DIRECTA,CELEBRADO,81101500,2023-12-16,2023,2020-2023,MANTENIMIENTO DE LA INFRAESTRUCTURA EDUCATIVA DE LA I.E. SANTO TOMAS,KM 36 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000076&isFromPublicArea=True'},108214220,108214220,28677762125,43207146516,0,86246454841,0,0,1,6,7,18,120,150,CONSTRUCTORA VIBORAL S.A.S.,SANDRA PATRICIA MOSQUERA RENTERIA,GLORIA ESPERANZA NINO ARAUJO,901667788,79314794,59413032,17279554,CTA-BAN-0091823,6.0,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.968,0.305,173,1,1,consorcios,1,0,15,111000000,0.102
CO1.PCCNTR.4000077,899999061,INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,CUNDINAMARCA,SOACHA,DEPARTAMENTAL,OBRA,CONTRATACION DIRECTA,EN EJECUCION,72141100,2024-07-05,2024,2024-2027,MANTENIMIENTO DE LA INFRAESTRUCTURA EDUCATIVA DE LA I.E. SANTO TOMAS,KM 20 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000077&isFromPublicArea=True'},6000000000000000000,1331979519,836547376,348998172,0,1268551923,0,0,1,7,3,27,90,161,INTERVENTORIAS TECNICAS ANDINAS S.A.,SANDRA PATRICIA MOSQUERA RENTERIA,SANDRA PATRICIA MOSQUERA RENTERIA,860334455,80890637,99606849,28347410,CTA-BAN-0091823,5.0,0.125,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.634,0.452,2,1,3,consorcios,19,0,1,111000000,0.177
CO1.PCCNTR.4000078,800103913,E.S.E. HOSPITAL SAN RAFAEL,CUNDINAMARCA,SOACHA,TERRITORIAL,OBRA,CONCURSO DE MERITOS,LIQUIDADO,72151500,2022-03-26,2022,2020-2023,INTERVENTORIA TECNICA ADMINISTRATIVA Y FINANCIERA AL CONTRATO DE OBRA,KM 28 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000078&isFromPublicArea=True'},478767908,478767908,201005640,127194380,239383954,427417125,0,1,0,2,1,3,240,30,INTERVENTORIAS TECNICAS ANDINAS S.A.,MARTHA CECILIA ROJAS VILLAMIL,WILSON ALBERTO GUERRERO PAZ,860334455,84782680,68613500,43843414,CTA-BAN-0091823,3.0,0.075,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.274,0.253,4,1,1,empresas_independientes,1,0,15,111000000,0.383
CO1.PCCNTR.4000079,899999063,SERVICIO NACIONAL DE APRENDIZAJE - SENA,CUNDINAMARCA,SOACHA,NACIONAL,OBRA,CONTRATACION DIRECTA,TERMINADO,72151500,2021-12-13,2021,2020-2023,ADECUACION DEL PARQUE PRINCIPAL Y ESPACIO PUBLICO ADYACENTE,KM 28 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000079&isFromPublicArea=True'},12676859135,12676859135,9650290312,4123273755,0,10245335421,1,0,1,1,10,13,120,0,INTERVENTORIAS TECNICAS ANDINAS S.A.,HERNAN DARIO QUINTERO BEDOYA,GLORIA ESPERANZA NINO ARAUJO,860334455,89862762,21481159,99588605,CTA-BAN-0091823,3.0,0.075,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.416,0.171,56,1,1,empresas_independientes,1,0,24,111000000,0.199
CO1.PCCNTR.4000080,899999061,INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,CUNDINAMARCA,SOACHA,DEPARTAMENTAL,OBRA,SELECCION ABREVIADA,EN EJECUCION,81101500,2025-02-04,2025,2024-2027,CONSTRUCCION DE PLACA HUELLA EN ZONA RURAL DEL MUNICIPIO,KM 10 VIA SOACHA - ZONA RURAL,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5000080&isFromPublicArea=True'},11744010253,11744010253,11044045863,1770728362,0,12163063761,1,0,1,2,9,28,240,0,CONSTRUCCIONES DEL NORTE LTDA,DIANA CAROLINA ZAPATA TORO,DIANA CAROLINA ZAPATA TORO,830112233,41620209,41620209,80418445,CTA-BAN-0077310,3.0,0.075,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,0.123,1,1,1,consorcios,1,0,12,111000000,0.229
